Season ID,Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IPL Team Key,player_id,Season Name
12741,DW Steyn,2,1,1,0,0*,0,0,0,0,0,0,0,0,100,47492,2019
13533,UT Yadav,2,1,0,0,0,0,2,0,0,0,1,0,0,100,376116,2020
13533,J Yadav,2,0,0,0,,0,0,0,0,0,0,0,0,101,447587,2020
12741,SC Kuggeleijn,2,0,0,0,,0,0,0,0,0,0,0,0,102,539548,2019
12741,J Yadav,2,0,0,0,,0,0,0,0,0,0,0,0,101,447587,2019
12741,Y Prithvi Raj,2,1,1,0,0*,0,1,0,0,0,0,0,0,101,1121579,2019
12741,HV Patel,2,2,1,0,0*,0,2,0,0,0,1,0,0,101,390481,2019
12741,K Khejroliya,2,0,0,0,,0,0,0,0,0,0,0,0,100,1083033,2019
13840,T Natarajan,2,1,1,0,0*,0,0,0,0,0,0,0,0,107,802575,2021
12741,S Sandeep Warrier,3,0,0,0,,0,0,0,0,0,0,0,0,101,592735,2019
12741,Arshdeep Singh,3,0,0,0,,0,0,0,0,0,0,0,0,101,1125976,2019
13840,I Sharma,3,0,0,0,,0,0,0,0,0,0,0,0,101,236779,2021
13533,A Mishra,3,0,0,0,,0,0,0,0,0,0,0,0,101,31107,2020
13533,A Zampa,3,0,0,0,,0,0,0,0,0,0,0,0,100,379504,2020
12741,S Nadeem,3,0,0,0,,0,0,0,0,0,0,0,0,107,31872,2019
13840,S Kaul,3,0,0,0,,0,0,0,0,0,0,0,0,107,326017,2021
13533,JR Hazlewood,3,0,0,0,,0,0,0,0,0,0,0,0,102,288284,2020
13840,L Ngidi,3,0,0,0,,0,0,0,0,0,0,0,0,102,542023,2021
13533,L Ngidi,4,0,0,0,,0,0,0,0,0,0,0,0,102,542023,2020
13533,B Kumar,4,1,0,0,0,0,2,0,0,0,1,0,0,107,326016,2020
12741,O Thomas,4,0,0,0,,0,0,0,0,0,0,0,0,106,914567,2019
12741,AS Rajpoot,4,0,0,0,,0,0,0,0,0,0,0,0,101,591650,2019
13840,A Mishra,4,0,0,0,,0,0,0,0,0,0,0,0,101,31107,2021
12741,JP Behrendorff,5,0,0,0,,0,0,0,0,0,0,0,0,101,272477,2019
13533,KV Sharma,5,0,0,0,,0,0,0,0,0,0,0,0,102,30288,2020
12741,Mujeeb Ur Rahman,5,3,2,0,0*,0,4,0,0,0,1,0,0,101,974109,2019
12741,LH Ferguson,5,0,0,0,,0,0,0,0,0,0,0,0,101,493773,2019
13840,AR Patel,5,0,0,0,,0,0,0,0,0,0,0,0,101,554691,2021
13533,SS Cottrell,6,1,0,0,0,0,2,0,0,0,1,0,0,101,495551,2020
12741,AJ Tye,6,1,1,0,0*,0,2,0,0,0,0,0,0,101,459508,2019
12741,S Lamichhane,6,1,0,0,0,0,1,0,0,0,1,0,0,101,960361,2019
13533,PP Chawla,7,0,0,0,,0,0,0,0,0,0,0,0,102,32966,2020
13533,KK Ahmed,7,1,0,0,0,0,2,0,0,0,1,0,0,107,942645,2020
12741,S Kaul,7,2,1,0,0*,0,1,0,0,0,1,0,0,107,326017,2019
13840,DL Chahar,8,1,1,0,0*,0,0,0,0,0,0,0,0,102,447261,2021
13840,Mustafizur Rahman,8,3,3,0,0*,0,4,0,0,0,0,0,0,106,330902,2021
13840,M Prasidh Krishna,8,2,1,0,0*,0,1,0,0,0,1,0,0,101,917159,2021
13533,Arshdeep Singh,8,1,0,0,0,0,3,0,0,0,1,0,0,101,1125976,2020
13840,Avesh Khan,9,0,0,0,,0,0,0,0,0,0,0,0,101,694211,2021
12741,KK Ahmed,9,1,0,0,0,0,1,0,0,0,1,0,0,107,942645,2019
12741,M Prasidh Krishna,11,1,0,0,0,0,2,0,0,0,1,0,0,101,917159,2019
12741,SL Malinga,12,0,0,0,,0,0,0,0,0,0,0,0,101,49758,2019
13533,TA Boult,15,1,0,0,0,0,1,0,0,0,1,0,0,101,277912,2020
12741,JJ Bumrah,16,2,2,0,0*,0,1,0,0,0,0,0,0,101,625383,2019
12741,Imran Tahir,17,1,1,0,0*,0,0,0,0,0,0,0,0,102,40618,2019
12741,KC Cariappa,1,1,1,9,9*,0,3,300,0,0,0,0,1,101,777537,2019
13840,SS Tiwary,1,1,1,50,50*,0,40,125,0,1,0,5,0,101,35390,2021
13533,Mohammad Nabi,1,1,1,11,11*,0,8,137.5,0,0,0,2,0,107,25913,2020
13533,DS Kulkarni,1,1,1,3,3*,0,2,150,0,0,0,0,0,101,277955,2020
13840,SS Iyer,1,1,1,47,47*,0,41,114.63,0,0,0,2,2,101,642519,2021
12741,Rasikh Salam,1,1,1,5,5*,0,4,125,0,0,0,0,0,101,1161489,2019
12741,Avesh Khan,1,1,1,4,4*,0,3,133.33,0,0,0,1,0,101,694211,2019
13840,Mujeeb Ur Rahman,1,1,1,1,1*,0,1,100,0,0,0,0,0,107,974109,2021
13840,S Gopal,2,1,1,7,7*,0,4,175,0,0,0,0,1,106,344580,2021
12741,Harpreet Brar,2,1,1,20,20*,0,12,166.66,0,0,0,2,1,101,1168641,2019
12741,BB Sran,2,1,1,3,3*,0,3,100,0,0,0,0,0,101,537126,2019
13840,J Suchith,2,1,1,14,14*,0,6,233.33,0,0,0,2,1,107,527663,2021
13840,Harpreet Brar,3,2,2,29,25*,0,19,152.63,0,0,0,2,2,101,1168641,2021
12741,AS Joseph,3,2,2,15,15*,0,13,115.38,0,0,0,2,0,101,670031,2019
13840,Harbhajan Singh,3,2,2,4,2*,0,4,100,0,0,0,0,0,101,29264,2021
13533,DW Steyn,3,1,1,1,1*,0,2,50,0,0,0,0,0,100,47492,2020
13840,CR Woakes,3,1,1,15,15*,0,11,136.36,0,0,0,2,0,101,247235,2021
12741,TG Southee,3,1,1,9,9*,0,9,100,0,0,0,0,0,100,232364,2019
13533,Imran Tahir,3,1,1,13,13*,0,10,130,0,0,0,2,0,102,40618,2020
12741,Basil Thampi,3,1,1,1,1*,0,1,100,0,0,0,0,0,107,732291,2019
12741,VR Aaron,5,1,1,3,3*,0,7,42.85,0,0,0,0,0,106,360911,2019
13533,LH Ferguson,5,2,2,43,24*,0,29,148.27,0,0,0,4,1,101,493773,2020
13533,M Prasidh Krishna,6,2,2,2,2*,0,4,50,0,0,0,0,0,101,917159,2020
13840,Arshdeep Singh,7,2,2,2,1*,0,3,66.66,0,0,0,0,0,101,1125976,2021
13840,K Rabada,8,1,1,9,9*,0,4,225,0,0,0,1,0,101,550215,2021
13840,YS Chahal,8,2,2,10,8*,0,27,37.03,0,0,0,0,0,100,430246,2021
13533,Gurkeerat Singh,8,5,5,71,21*,0,80,88.75,0,0,0,8,0,100,537124,2020
12741,HF Gurney,8,1,1,1,1*,0,5,20,0,0,0,0,0,101,244639,2019
13840,TA Boult,8,2,2,1,1*,0,1,100,0,0,0,0,0,101,277912,2021
